Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokenized_Text,No_Stopwords,Lemmatized_Text,Cleaned_Text
 Excitement building up for the upcoming vacation!       ,Positive, VacationDreamer , Facebook , #Excitement #TravelPlans                   ,22.0,45.0, Canada    ,2023,2,18,18,"['excitement', 'building', 'up', 'for', 'the', 'upcoming', 'vacation', '!']","['excitement', 'building', 'upcoming', 'vacation', '!']","['excitement', 'building', 'upcoming', 'vacation', '!']","['excitement', 'building', 'coming', 'vacation']"
 Kindness witnessed today restored my faith in humanity. ,Positive, KindnessPrevails, Twitter  , #Kindness #Humanity                        ,20.0,40.0, USA       ,2023,2,19,11,"['kindness', 'witnessed', 'today', 'restored', 'my', 'faith', 'in', 'humanity', '.']","['kindness', 'witnessed', 'today', 'restored', 'faith', 'humanity', '.']","['kindness', 'witness', 'today', 'restore', 'faith', 'humanity', '.']","['kindness', 'witness', 'today', 'restore', 'faith', 'humanity']"
 Pride in achieving a personal milestone.               ,Positive, PersonalAchiever, Instagram , #Pride #Milestone                           ,30.0,60.0, Australia    ,2023,2,19,16,"['pride', 'in', 'achieving', 'a', 'personal', 'milestone', '.']","['pride', 'achieving', 'personal', 'milestone', '.']","['pride', 'achieve', 'personal', 'milestone', '.']","['pride', 'achieve', 'personal', 'limestone']"
 A moment of shame for not standing up against injustice. ,Negative, ReflectiveSelf  , Facebook , #Shame #Injustice                           ,15.0,30.0, India      ,2023,2,19,19,"['a', 'moment', 'of', 'shame', 'for', 'not', 'standing', 'up', 'against', 'injustice', '.']","['moment', 'shame', 'standing', 'injustice', '.']","['moment', 'shame', 'stand', 'injustice', '.']","['moment', 'shame', 'stand', 'injustice']"
 Fuming with anger after a heated argument.            ,Negative, AngryDebater    , Twitter  , #Anger #Argument                             ,20.0,40.0, Canada     ,2023,2,20,9,"['fuming', 'with', 'anger', 'after', 'a', 'heated', 'argument', '.']","['fuming', 'anger', 'heated', 'argument', '.']","['fume', 'anger', 'heat', 'argument', '.']","['fame', 'anger', 'heat', 'argument']"
 The fear of the unknown is keeping me up at night.    ,Negative, FearfulDreamer  , Instagram , #Fear #Unknown                               ,15.0,30.0, USA          ,2023,2,20,21,"['the', 'fear', 'of', 'the', 'unknown', 'is', 'keeping', 'me', 'up', 'at', 'night', '.']","['fear', 'unknown', 'keeping', 'night', '.']","['fear', 'unknown', 'keep', 'night', '.']","['fear', 'unknown', 'keep', 'night']"
 Heartfelt sadness after bidding farewell to a dear friend. ,Negative, FarewellHeart   , Facebook , #Sadness #Farewell                          ,25.0,50.0, India      ,2023,2,21,14,"['heartfelt', 'sadness', 'after', 'bidding', 'farewell', 'to', 'a', 'dear', 'friend', '.']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend', '.']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend', '.']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend']"
 The state of corruption in our society is utterly disgusting. ,Negative, AntiCorruption  , Twitter  , #Disgust #Corruption                         ,18.0,35.0, UK         ,2023,2,21,18,"['the', 'state', 'of', 'corruption', 'in', 'our', 'society', 'is', 'utterly', 'disgusting', '.']","['state', 'corruption', 'society', 'utterly', 'disgusting', '.']","['state', 'corruption', 'society', 'utterly', 'disgust', '.']","['state', 'corruption', 'society', 'utterly', 'disgust']"
 Overflowing happiness: welcoming a new family member!  ,Positive, NewParentJoy    , Instagram , #Happiness #NewFamilyMember                 ,30.0,60.0, UK           ,2023,2,22,10,"['overflowing', 'happiness', ':', 'welcoming', 'a', 'new', 'family', 'member', '!']","['overflowing', 'happiness', ':', 'welcoming', 'new', 'family', 'member', '!']","['overflow', 'happiness', ':', 'welcome', 'new', 'family', 'member', '!']","['overflow', 'happiness', 'welcome', 'new', 'family', 'member']"
 Laughter is the key to joy—attending a stand-up comedy show. ,Positive, StandUpFan      , Facebook , #Joy #StandUpComedy                         ,22.0,45.0, Canada    ,2023,2,22,19,"['laughter', 'is', 'the', 'key', 'to', 'joy—attending', 'a', 'stand-up', 'comedy', 'show', '.']","['laughter', 'key', 'joy—attending', 'stand-up', 'comedy', 'show', '.']","['laughter', 'key', 'joy—attending', 'stand-up', 'comedy', 'show', '.']","['laughter', 'key', 'joy—attending', 'stand-up', 'comedy', 'show']"
 Sending love to all my followers on this beautiful day! ❤️ ,Positive, LoveSender      , Twitter  , #Love #SpreadLove                            ,15.0,30.0, Australia  ,2023,2,23,8,"['sending', 'love', 'to', 'all', 'my', 'followers', 'on', 'this', 'beautiful', 'day', '!', '❤️']","['sending', 'love', 'followers', 'beautiful', 'day', '!', '❤️']","['send', 'love', 'follower', 'beautiful', 'day', '!', '❤️']","['send', 'love', 'follower', 'beautiful', 'day']"
 Amused by the antics of my pet—it's pure amusement!      ,Positive, PetAmuser       , Instagram , #Amusement #PetAntics                       ,18.0,35.0, UK           ,2023,2,23,14,"['amused', 'by', 'the', 'antics', 'of', 'my', 'pet—it', ""'s"", 'pure', 'amusement', '!']","['amused', 'antics', 'pet—it', ""'s"", 'pure', 'amusement', '!']","['amuse', 'antic', 'pet—it', ""'s"", 'pure', 'amusement', '!']","['amuse', 'anti', 'pet—it', ""'s"", 'pure', 'amusement']"
 Enjoying every moment of this trip—pure enjoyment!      ,Positive, TravelExplorer  , Facebook , #Enjoyment #Travel                           ,25.0,50.0, USA ,2023,2,23,19,"['enjoying', 'every', 'moment', 'of', 'this', 'trip—pure', 'enjoyment', '!']","['enjoying', 'every', 'moment', 'trip—pure', 'enjoyment', '!']","['enjoy', 'every', 'moment', 'trip—pure', 'enjoyment', '!']","['enjoy', 'every', 'moment', 'trip—pure', 'enjoyment']"
 Admiring the dedication of volunteers at a local charity. ,Positive, CharityAdmirer  , Twitter  , #Admiration #Volunteers                     ,20.0,40.0, USA        ,2023,2,24,11,"['admiring', 'the', 'dedication', 'of', 'volunteers', 'at', 'a', 'local', 'charity', '.']","['admiring', 'dedication', 'volunteers', 'local', 'charity', '.']","['admire', 'dedication', 'volunteer', 'local', 'charity', '.']","['admire', 'education', 'volunteer', 'local', 'charity']"
 Sending affectionate vibes to friends and family.        ,Positive, FamilyLover     , Instagram , #Affection #FamilyLove                      ,15.0,30.0,USA,2023,2,24,16,"['sending', 'affectionate', 'vibes', 'to', 'friends', 'and', 'family', '.']","['sending', 'affectionate', 'vibes', 'friends', 'family', '.']","['send', 'affectionate', 'vibe', 'friend', 'family', '.']","['send', 'affectionate', 'vice', 'friend', 'family']"
 Awe-struck by the beauty of the night sky.               ,Neutral, Stargazer       , Facebook , #Awe #StarryNight                        ,22.0,45.0, Australia ,2023,2,24,20,"['awe-struck', 'by', 'the', 'beauty', 'of', 'the', 'night', 'sky', '.']","['awe-struck', 'beauty', 'night', 'sky', '.']","['awe-struck', 'beauty', 'night', 'sky', '.']","['awe-struck', 'beauty', 'night', 'sky']"
 Disappointed with the lack of progress in a personal project. ,Negative, ProjectStruggle , Twitter  , #Disappointed #Project                     ,18.0,35.0, India      ,2023,2,25,9,"['disappointed', 'with', 'the', 'lack', 'of', 'progress', 'in', 'a', 'personal', 'project', '.']","['disappointed', 'lack', 'progress', 'personal', 'project', '.']","['disappointed', 'lack', 'progress', 'personal', 'project', '.']","['disappointed', 'lack', 'progress', 'personal', 'project']"
 A surprise visit from an old friend brought tears of joy. ,Positive, JoyfulReunion   , Instagram , #Surprise #OldFriends                       ,25.0,50.0, USA          ,2023,2,25,14,"['a', 'surprise', 'visit', 'from', 'an', 'old', 'friend', 'brought', 'tears', 'of', 'joy', '.']","['surprise', 'visit', 'old', 'friend', 'brought', 'tears', 'joy', '.']","['surprise', 'visit', 'old', 'friend', 'brought', 'tear', 'joy', '.']","['surprise', 'visit', 'old', 'friend', 'brought', 'tear', 'joy']"
 Embracing acceptance of life's ups and downs.           ,Positive, LifeAcceptance  , Facebook , #Acceptance #LifeJourney                   ,15.0,30.0, Canada     ,2023,2,25,18,"['embracing', 'acceptance', 'of', 'life', ""'s"", 'ups', 'and', 'downs', '.']","['embracing', 'acceptance', 'life', ""'s"", 'ups', 'downs', '.']","['embrace', 'acceptance', 'life', ""'s"", 'ups', 'down', '.']","['embrace', 'acceptance', 'life', ""'s"", 'up', 'down']"
 Overflowing adoration for a cute rescue puppy! 🐶       ,Positive, PuppyAdmirer    , Twitter  , #Adoration #PuppyLove                       ,22.0,45.0, UK         ,2023,2,26,10,"['overflowing', 'adoration', 'for', 'a', 'cute', 'rescue', 'puppy', '!', '🐶']","['overflowing', 'adoration', 'cute', 'rescue', 'puppy', '!', '🐶']","['overflow', 'adoration', 'cute', 'rescue', 'puppy', '!', '🐶']","['overflow', 'adoration', 'cut', 'rescue', 'puppy']"
 Anticipating the release of a much-awaited movie.       ,Positive, MovieBuff2      , Instagram , #Anticipation #MovieRelease                 ,20.0,40.0, Australia    ,2023,2,26,7,"['anticipating', 'the', 'release', 'of', 'a', 'much-awaited', 'movie', '.']","['anticipating', 'release', 'much-awaited', 'movie', '.']","['anticipate', 'release', 'much-awaited', 'movie', '.']","['anticipate', 'release', 'much-awaited', 'movie']"
 Bitter experience at the customer service department.   ,Negative, CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18.0,35.0, USA       ,2023,2,26,15,"['bitter', 'experience', 'at', 'the', 'customer', 'service', 'department', '.']","['bitter', 'experience', 'customer', 'service', 'department', '.']","['bitter', 'experience', 'customer', 'service', 'department', '.']","['bitter', 'experience', 'customer', 'service', 'department']"
 Finding calmness amidst the chaos of daily life.        ,Positive, CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15.0,30.0, India     ,2023,2,27,9,"['finding', 'calmness', 'amidst', 'the', 'chaos', 'of', 'daily', 'life', '.']","['finding', 'calmness', 'amidst', 'chaos', 'daily', 'life', '.']","['find', 'calmness', 'amidst', 'chaos', 'daily', 'life', '.']","['find', 'calmness', 'amidst', 'chaos', 'daily', 'life']"
 Confusion reigns as I try to make sense of recent events.,Negative, ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25.0,50.0, UK   ,2023,2,27,14,"['confusion', 'reigns', 'as', 'i', 'try', 'to', 'make', 'sense', 'of', 'recent', 'events', '.']","['confusion', 'reigns', 'try', 'make', 'sense', 'recent', 'events', '.']","['confusion', 'reign', 'try', 'make', 'sense', 'recent', 'event', '.']","['confusion', 'reign', 'try', 'make', 'sense', 'recent', 'event']"
 Excitement building up for a surprise birthday party.   ,Positive, BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22.0,45.0, Canada ,2023,2,27,18,"['excitement', 'building', 'up', 'for', 'a', 'surprise', 'birthday', 'party', '.']","['excitement', 'building', 'surprise', 'birthday', 'party', '.']","['excitement', 'building', 'surprise', 'birthday', 'party', '.']","['excitement', 'building', 'surprise', 'birthday', 'party']"
 Witnessed an act of kindness that made my day.          ,Positive, KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20.0,40.0, USA       ,2023,2,28,11,"['witnessed', 'an', 'act', 'of', 'kindness', 'that', 'made', 'my', 'day', '.']","['witnessed', 'act', 'kindness', 'made', 'day', '.']","['witness', 'act', 'kindness', 'make', 'day', '.']","['witness', 'act', 'kindness', 'make', 'day']"
 Pride in completing a challenging fitness challenge.    ,Positive, FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30.0,60.0, UK            ,2023,2,28,16,"['pride', 'in', 'completing', 'a', 'challenging', 'fitness', 'challenge', '.']","['pride', 'completing', 'challenging', 'fitness', 'challenge', '.']","['pride', 'complete', 'challenge', 'fitness', 'challenge', '.']","['pride', 'complete', 'challenge', 'fitness', 'challenge']"
 A moment of shame for not speaking up against injustice.,Negative, ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15.0,30.0, India     ,2023,2,28,19,"['a', 'moment', 'of', 'shame', 'for', 'not', 'speaking', 'up', 'against', 'injustice', '.']","['moment', 'shame', 'speaking', 'injustice', '.']","['moment', 'shame', 'speak', 'injustice', '.']","['moment', 'shame', 'speak', 'injustice']"
 Reflecting on the beauty of diversity in our world.     ,Positive, DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22.0,45.0, Australia ,2023,3,1,10,"['reflecting', 'on', 'the', 'beauty', 'of', 'diversity', 'in', 'our', 'world', '.']","['reflecting', 'beauty', 'diversity', 'world', '.']","['reflect', 'beauty', 'diversity', 'world', '.']","['reflect', 'beauty', 'diversity', 'world']"
 Excitement for a quiet evening with a good book.        ,Positive, BookwormJoy     , Instagram , #Excitement #BookTime                       ,18.0,35.0, USA          ,2023,3,1,13,"['excitement', 'for', 'a', 'quiet', 'evening', 'with', 'a', 'good', 'book', '.']","['excitement', 'quiet', 'evening', 'good', 'book', '.']","['excitement', 'quiet', 'even', 'good', 'book', '.']","['excitement', 'quiet', 'even', 'good', 'book']"
 Feeling bitter about the unfairness in the workplace.   ,Negative, WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15.0,30.0, Canada    ,2023,3,1,17,"['feeling', 'bitter', 'about', 'the', 'unfairness', 'in', 'the', 'workplace', '.']","['feeling', 'bitter', 'unfairness', 'workplace', '.']","['feel', 'bitter', 'unfairness', 'workplace', '.']","['feel', 'bitter', 'fairness', 'workplace']"
 Calmness prevails as I practice mindfulness.            ,Positive, MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15.0,30.0, UK        ,2023,3,2,18,"['calmness', 'prevails', 'as', 'i', 'practice', 'mindfulness', '.']","['calmness', 'prevails', 'practice', 'mindfulness', '.']","['calmness', 'prevails', 'practice', 'mindfulness', '.']","['calmness', 'prevails', 'practice', 'sinfulness']"
 Confusion surrounds me as I navigate through life's choices. ,Negative, ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30.0,60.0, USA   ,2023,3,2,13,"['confusion', 'surrounds', 'me', 'as', 'i', 'navigate', 'through', 'life', ""'s"", 'choices', '.']","['confusion', 'surrounds', 'navigate', 'life', ""'s"", 'choices', '.']","['confusion', 'surround', 'navigate', 'life', ""'s"", 'choice', '.']","['confusion', 'surround', 'navigable', 'life', ""'s"", 'choice']"
 Excitement for a weekend road trip to explore new places. ,Positive, RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25.0,50.0, India     ,2023,3,2,16,"['excitement', 'for', 'a', 'weekend', 'road', 'trip', 'to', 'explore', 'new', 'places', '.']","['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'places', '.']","['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'place', '.']","['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'place']"
 Kindness witnessed today restores my faith in humanity.  ,Positive, KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22.0,45.0, USA       ,2023,3,3,11,"['kindness', 'witnessed', 'today', 'restores', 'my', 'faith', 'in', 'humanity', '.']","['kindness', 'witnessed', 'today', 'restores', 'faith', 'humanity', '.']","['kindness', 'witness', 'today', 'restores', 'faith', 'humanity', '.']","['kindness', 'witness', 'today', 'restored', 'faith', 'humanity']"
 Pride in accomplishing personal and professional goals.  ,Positive, GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12.0,25.0, Canada ,2023,3,3,14,"['pride', 'in', 'accomplishing', 'personal', 'and', 'professional', 'goals', '.']","['pride', 'accomplishing', 'personal', 'professional', 'goals', '.']","['pride', 'accomplish', 'personal', 'professional', 'goal', '.']","['pride', 'accomplish', 'personal', 'professional', 'goal']"
 Shame for not being true to my values in a difficult situation.,Negative, ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15.0,30.0, UK        ,2023,3,3,12,"['shame', 'for', 'not', 'being', 'true', 'to', 'my', 'values', 'in', 'a', 'difficult', 'situation', '.']","['shame', 'true', 'values', 'difficult', 'situation', '.']","['shame', 'true', 'value', 'difficult', 'situation', '.']","['shame', 'true', 'value', 'difficult', 'situation']"
